ID_Cliente,Edad,Genero,Ingresos_Anuales,Gastos_Mensuales,Deudas,Ahorros,Score_Credito
2043,28,Femenino,71567,4682,26015,97704,554
2044,39,Masculino,137639,653,15431,6968,349
2045,68,Masculino,50011,3044,19052,67249,322
2046,41,Masculino,91152,4368,37999,9240,553
2047,58,Masculino,93511,814,43179,42543,693
2048,34,Masculino,30960,1222,41658,36119,572
2049,29,Femenino,113528,4131,30992,30038,549
2050,63,Masculino,141789,3845,45585,13100,536
2051,49,Masculino,78920,3311,42058,42794,531
2052,32,Masculino,41387,2809,6572,48121,727
2053,33,Masculino,35324,3001,35662,9143,541
2054,39,Masculino,83960,3833,36185,59376,433
2055,45,Femenino,142994,2523,16632,83144,370
2056,37,Masculino,91779,849,7810,87365,764
2057,50,Masculino,52628,1323,12674,82016,720
2058,27,Femenino,141269,937,42917,69894,609
2059,57,Masculino,95096,668,7880,80745,578
2060,49,Femenino,67452,4319,12650,78737,518
2061,67,Femenino,61098,3914,34883,68677,606
2062,50,Femenino,90459,3801,39349,92889,613
2063,19,Femenino,59235,4618,38419,77006,702
2064,50,Masculino,106861,3535,1806,16555,787
2065,50,Masculino,47949,4876,40068,54005,704
2066,58,Femenino,42821,4090,24871,95133,678
2067,30,Femenino,91612,3269,42951,30090,580
2068,47,Masculino,42032,2800,48991,46335,626
2069,50,Femenino,93537,4999,47136,25476,334
2070,30,Femenino,35303,2680,5493,64775,369
2071,69,Femenino,136003,3845,32548,64004,659
2072,43,Masculino,101993,3165,4650,62473,707
2073,39,Femenino,146726,731,44835,74469,818
2074,56,Masculino,126979,3092,16225,40305,683
2075,19,Masculino,32303,4674,45360,75650,380
2076,55,Masculino,70701,1558,792,96808,737
2077,56,Femenino,70511,3042,29803,43657,549
2078,43,Femenino,100664,1633,33857,99262,337
2079,63,Masculino,38280,4146,20881,31858,344
2080,67,Masculino,59427,2875,33557,41303,658
2081,32,Masculino,117180,4380,4194,3481,436
2082,51,Femenino,123550,3237,12558,62841,760
2083,59,Femenino,26967,2931,26374,7931,666
2084,61,Masculino,26661,1887,20841,54694,604
2085,66,Masculino,97952,3803,13475,8635,528
2086,57,Femenino,86046,1937,6671,45252,482
2087,28,Masculino,126918,3865,31764,76643,766
2088,20,Femenino,55200,2229,5961,59754,503
2089,23,Femenino,87442,2939,44816,69017,367
2090,26,Masculino,81671,3673,5155,22077,849
2091,23,Masculino,111070,4407,33081,66953,604
2092,26,Femenino,78168,1816,232,87776,394
2093,56,Femenino,68322,1184,9221,73212,545
2094,48,Femenino,101984,3088,44566,72547,378
2095,49,Femenino,57696,4043,24233,55861,732
2096,58,Femenino,90246,3587,2711,17054,579
2097,67,Masculino,129844,2175,12531,54565,668
2098,29,Femenino,58892,2613,10480,55153,578
2099,25,Femenino,126141,1457,40708,96280,650
2100,25,Femenino,35583,4043,12191,18668,525
2101,67,Masculino,102720,3594,2122,78284,705
2102,45,Masculino,75215,3307,3779,41059,745
2103,37,Femenino,44853,1320,5654,51939,622
2104,64,Femenino,26109,1387,45142,31898,372
2105,24,Masculino,128213,4228,11169,99281,817
2106,28,Masculino,79757,4493,1172,48561,620
2107,37,Masculino,26659,3584,7317,92910,321
2108,33,Masculino,21238,1375,159,87473,478
2109,21,Femenino,141270,4761,2129,23836,408
2110,23,Masculino,139211,4496,19462,60420,671
2111,39,Femenino,35064,1056,18613,96778,755
2112,43,Femenino,51115,2714,2917,8911,528
2113,20,Masculino,51952,1208,19397,26035,830
2114,58,Masculino,25620,1217,26125,24993,663
2115,59,Masculino,119790,4165,45533,91216,724
2116,31,Masculino,122985,2644,6326,49696,515
2117,28,Femenino,64258,2519,34347,72496,347
2118,35,Femenino,24470,4279,47277,73080,764
2119,29,Femenino,42003,790,14349,71838,572
2120,40,Masculino,47571,2683,34728,22289,329
2121,29,Femenino,44668,4379,30792,31346,489
2122,30,Masculino,97259,3436,7902,58116,451
2123,42,Femenino,132192,2914,14033,25644,675
2124,62,Masculino,116576,2795,36612,28279,554
2125,68,Femenino,125481,3313,37465,95446,333
2126,36,Femenino,131505,1737,35158,48638,486
2127,63,Masculino,52046,2617,34187,34341,748
2128,53,Femenino,90977,3543,3917,23903,385
2129,62,Femenino,136528,3587,28411,66076,417
2130,25,Masculino,97255,4058,14206,34979,357
2131,46,Masculino,25397,1198,12620,65109,317
2132,49,Masculino,119925,3353,11822,61943,439
2133,68,Masculino,103481,4308,37710,21927,757
2134,61,Masculino,42233,2345,8354,69356,511
2135,35,Femenino,103336,4514,24691,84151,785
2136,23,Masculino,80308,3682,23954,25401,419
2137,35,Femenino,89726,963,5198,51870,302
2138,36,Femenino,83219,4360,26046,31701,528
2139,39,Masculino,123358,950,22386,73226,528
2140,54,Femenino,21130,2415,11271,99326,642
2141,49,Femenino,144293,1423,21526,4226,440
2142,58,Masculino,34071,4122,43798,90808,356
2143,20,Femenino,105517,815,49694,66349,515
2144,45,Masculino,130240,1876,25257,27003,413
2145,27,Masculino,22118,3315,8860,83003,593
2146,68,Masculino,20663,1762,26645,97571,327
2147,52,Femenino,82408,1627,24189,58527,837
2148,46,Femenino,71786,3425,15762,54718,620
2149,32,Femenino,101271,1552,968,88601,812
2150,50,Femenino,39158,4684,5800,68160,331
2151,24,Masculino,51087,2922,24229,5505,710
2152,29,Femenino,108114,3968,31049,13381,696
2153,66,Masculino,73121,4959,29717,7549,316
2154,47,Femenino,148142,4521,21767,51149,351
2155,38,Femenino,39874,4909,7470,10203,669
2156,48,Femenino,128067,1047,4819,58592,463
2157,41,Femenino,103443,4023,36003,56827,602
2158,37,Femenino,60821,2029,21639,11928,749
2159,54,Masculino,135675,606,49403,96295,843
2160,21,Femenino,80582,1356,4300,13457,801
2161,45,Femenino,142603,3484,46935,37111,650
2162,61,Femenino,42787,4886,48429,24587,678
2163,37,Femenino,84703,1750,23793,59354,738
2164,41,Masculino,41705,2111,11071,25312,500
2165,67,Femenino,89381,2290,3998,66045,406
2166,66,Masculino,131800,1367,41750,6094,804
2167,68,Femenino,124605,3269,5180,77994,683
2168,49,Masculino,64653,4753,12752,38513,595
2169,58,Masculino,102018,827,30513,86736,327
2170,53,Masculino,120592,4316,38189,70446,636
2171,51,Masculino,111626,3648,17879,6572,586
2172,53,Masculino,106217,3881,24362,37068,642
2173,19,Femenino,143513,2874,46686,9081,330
2174,32,Masculino,52252,3055,14316,87423,786
2175,51,Femenino,93332,1630,27644,84872,550
2176,53,Masculino,92799,4836,10899,27913,662
2177,23,Masculino,82185,2982,45967,87616,406
2178,56,Femenino,98313,3599,24525,40378,805
2179,59,Masculino,61538,3251,5378,51896,741
2180,68,Masculino,40343,3820,48669,62189,416
2181,68,Masculino,125689,2056,2577,26084,544
2182,29,Masculino,100398,4043,21690,97240,378
2183,20,Femenino,61232,1068,40901,60681,785
2184,62,Masculino,140026,2154,34003,68569,322
2185,35,Masculino,123185,3736,15641,22418,496
2186,57,Femenino,73106,3619,3659,42727,660
2187,38,Femenino,134322,4233,11847,74860,726
2188,32,Masculino,101227,3729,21752,32232,516
2189,50,Masculino,73079,650,16440,66737,495
2190,52,Femenino,45028,2772,10084,82168,742
2191,43,Masculino,62135,4851,7472,8003,758
2192,25,Femenino,51066,2608,18953,26471,758
2193,53,Masculino,139599,2295,20464,62468,783
2194,65,Femenino,118717,2927,48364,54428,443
2195,47,Femenino,103470,4014,22761,24805,613
2196,40,Femenino,40910,848,18332,68211,556
2197,59,Masculino,133018,2578,16606,75012,773
2198,61,Masculino,27141,896,42599,19259,798
2199,31,Masculino,65950,3476,28998,74048,518
2200,31,Masculino,75723,3109,37985,40062,830
2201,19,Femenino,36225,1658,13537,49179,657
2202,54,Femenino,120250,645,42717,43858,536
2203,22,Femenino,107123,2726,9027,66045,574
2204,55,Masculino,52959,763,2536,80099,516
2205,62,Masculino,69192,4799,2525,17024,696
2206,58,Masculino,99711,3601,9176,61980,373
2207,64,Femenino,30051,2606,17741,85170,627
2208,31,Masculino,91428,3580,4887,69283,707
2209,56,Masculino,144212,1487,24106,51871,447
2210,42,Femenino,23449,1847,14847,20287,385
2211,37,Femenino,61095,1860,11252,25887,820
2212,19,Masculino,124213,3338,4477,17802,802
2213,56,Femenino,97929,2226,17755,73135,531
2214,23,Masculino,49190,2789,19608,9650,797
2215,34,Femenino,120245,1407,16095,19843,722
2216,42,Femenino,117069,1683,6104,54056,766
2217,45,Femenino,46141,3324,33910,30232,546
2218,19,Masculino,122525,1758,20693,40080,669
2219,52,Masculino,43908,698,29403,43527,812
2220,54,Masculino,124847,1556,12726,42297,404
2221,22,Femenino,140910,2955,6898,28268,533
2222,18,Femenino,143268,3865,17972,29185,757
2223,57,Femenino,52322,1760,44945,346,556
2224,29,Femenino,70710,4478,45684,49268,774
2225,53,Masculino,34012,3335,42430,43418,471
2226,62,Masculino,54889,1813,44874,9612,572
2227,40,Masculino,37412,2402,12682,42814,493
2228,64,Femenino,116150,4475,4342,85002,411
2229,48,Femenino,130030,1077,48008,1631,322
2230,28,Masculino,44657,4930,3362,67535,614
2231,27,Femenino,25656,1520,14583,57211,501
2232,20,Masculino,28967,4153,34404,15452,800
2233,31,Femenino,104958,4344,47702,89189,324
2234,33,Femenino,35764,4073,11104,78105,807
2235,27,Masculino,35873,2793,26048,40900,665
2236,46,Masculino,114485,1110,47876,22482,830
2237,27,Femenino,129383,828,17628,99995,345
2238,29,Masculino,71030,1046,11929,35472,334
2239,47,Masculino,87807,838,26674,87460,501
2240,58,Femenino,21607,3681,43557,41170,834
2241,18,Femenino,39523,3541,13268,91802,664
2242,22,Femenino,68447,1306,21690,67313,769
2243,37,Masculino,69757,1533,30220,80379,599
2244,25,Femenino,149042,3773,10704,35915,715
2245,60,Femenino,139423,4487,4514,95554,645
2246,29,Femenino,113526,3833,47190,8057,648
2247,18,Femenino,89201,3240,24834,18883,489
2248,37,Femenino,148765,2196,48308,49838,702
2249,45,Masculino,101844,4150,18742,60014,648
2250,60,Femenino,91388,2582,30892,21450,672
2251,54,Femenino,25462,2498,27987,25505,804
2252,64,Masculino,136832,2185,38383,61457,590
2253,54,Femenino,51795,2103,14840,25890,410
2254,29,Femenino,89806,4849,35144,51985,802
2255,54,Masculino,68465,4612,24771,35013,600
2256,66,Femenino,81109,760,28733,33953,312
2257,66,Masculino,110027,4296,19480,2464,822
2258,61,Femenino,70528,3275,20019,74111,401
2259,45,Masculino,56230,1000,16945,46825,496
2260,64,Masculino,68242,1515,11641,29566,690
2261,32,Femenino,85883,2833,15232,94035,354
2262,23,Masculino,134688,2554,44326,1521,482
2263,61,Masculino,118366,4463,11315,17363,318
2264,37,Femenino,21783,4174,43851,80938,662
2265,67,Femenino,48390,4555,24615,86097,772
2266,31,Masculino,28417,3206,23255,69146,308
2267,19,Femenino,92102,2599,30709,71236,324
2268,26,Masculino,37426,3065,35272,11462,605
2269,54,Masculino,50750,3517,22355,73109,733
2270,37,Femenino,78188,608,25363,51105,721
2271,43,Femenino,30872,3922,10068,54698,356
2272,46,Masculino,114231,565,42452,82803,833
2273,18,Femenino,149860,3581,42089,27103,847
2274,52,Femenino,68086,4797,43223,16507,478
2275,23,Masculino,86770,3448,45832,96783,367
2276,54,Masculino,120288,713,6822,63101,795
2277,22,Masculino,114368,4922,20893,98829,300
2278,50,Masculino,144158,1540,12497,48326,347
2279,66,Masculino,103514,1487,31801,10347,716
2280,68,Masculino,108177,3695,14251,88331,496
2281,31,Femenino,112663,1003,22570,6099,347
2282,29,Masculino,54720,1255,43145,75104,654
2283,59,Femenino,38079,1841,19944,4406,533
2284,37,Femenino,37338,3088,5679,28037,736
2285,67,Masculino,23291,1881,39380,57178,389
2286,41,Femenino,94084,3487,21205,4876,668
2287,60,Masculino,132808,3344,16272,90692,468
2288,51,Femenino,130091,3019,1412,30871,662
2289,42,Masculino,119272,4226,2249,83913,476
2290,67,Masculino,69393,2387,2239,96442,799
2291,46,Masculino,113558,1823,40641,44895,432
2292,56,Masculino,89770,4309,12614,43760,471
2293,48,Femenino,46720,4247,23277,46306,829
2294,64,Femenino,126642,2631,8835,75179,740
2295,60,Femenino,125653,2924,29028,16587,411
2296,67,Femenino,33368,3884,14803,76554,339
2297,40,Femenino,74313,2751,12795,4213,401
2298,61,Masculino,67969,1508,47209,10044,668
2299,55,Masculino,68838,1817,15653,87843,473
2300,37,Masculino,28734,3716,37953,44425,640
2301,40,Masculino,127187,516,20674,21376,495
2302,62,Masculino,119329,2302,46267,22590,481
2303,69,Femenino,146930,3123,20526,43403,622
2304,33,Masculino,32197,629,42345,26628,412
2305,67,Masculino,88895,1973,39920,89421,534
2306,59,Femenino,123561,1449,32614,2192,804
2307,25,Femenino,140424,4496,18968,21433,370
2308,67,Masculino,76831,1568,17985,84629,518
2309,38,Masculino,121255,4811,46566,30617,816
2310,18,Femenino,78073,2123,17191,31682,464
2311,25,Masculino,92925,3395,43619,10250,812
2312,46,Masculino,132970,3236,41074,32836,680
2313,49,Masculino,100488,2812,45686,67173,483
2314,55,Femenino,114611,2446,31908,6251,668
2315,22,Masculino,104475,1116,45252,56246,747
2316,64,Masculino,132531,2369,29072,33006,307
2317,39,Femenino,70302,800,12093,86966,681
2318,64,Femenino,35624,1484,8165,96598,681
2319,51,Femenino,87271,4191,47852,40785,747
2320,18,Masculino,44315,3926,43688,98594,453
2321,43,Femenino,37422,660,47095,6464,333
2322,60,Masculino,59137,525,20555,67344,796
2323,27,Femenino,92663,582,26025,10281,321
2324,47,Masculino,121216,672,12574,50106,679
2325,67,Femenino,68232,1498,34336,95429,447
2326,35,Masculino,139528,3641,25898,94840,398
2327,34,Masculino,145420,3382,25436,45040,830
2328,43,Femenino,98142,4601,49893,8998,570
2329,25,Femenino,52743,3343,42690,14517,300
2330,64,Masculino,119546,2610,22821,54282,586
2331,57,Femenino,35636,3584,4904,42866,479
2332,66,Masculino,110884,2545,35701,22969,555
2333,29,Femenino,30108,1260,28094,15783,473
2334,44,Femenino,93634,704,4509,31107,349
2335,25,Masculino,56180,3602,4526,45631,831
2336,42,Femenino,38883,2535,38677,3759,489
2337,63,Femenino,64400,2052,35935,14789,342
2338,21,Masculino,65999,1324,10110,94181,816
2339,50,Masculino,67951,3456,34108,75346,365
2340,18,Femenino,27160,4248,1514,13214,695
2341,36,Masculino,75262,2945,17795,70657,550
2342,48,Femenino,39929,4396,27612,29482,427
2343,33,Femenino,103133,1338,40492,32472,487
2344,31,Masculino,31123,4183,4167,74536,482
2345,65,Masculino,135106,2461,17406,48187,711
2346,22,Masculino,48357,1437,29203,31087,378
2347,58,Masculino,90496,3431,43246,941,318
2348,43,Masculino,53556,924,29248,99642,777
2349,45,Masculino,103791,3810,44731,1321,344
2350,19,Femenino,81934,3551,9304,83574,521
2351,67,Femenino,98886,3405,4808,63467,428
2352,23,Masculino,50881,2637,28455,45972,529
2353,26,Femenino,38409,4546,8833,68604,526
2354,50,Femenino,75416,3710,31897,86658,696
2355,58,Femenino,118171,3194,39501,39361,574
2356,42,Femenino,87982,4095,10429,41354,437
2357,65,Masculino,142117,1767,4907,66327,472
2358,30,Femenino,50657,4076,11678,60977,626
2359,26,Femenino,106743,921,3225,47191,514
2360,30,Masculino,68951,3766,1014,55828,527
2361,48,Masculino,28752,2157,6768,10136,406
2362,58,Masculino,137339,2600,38226,15747,458
2363,28,Masculino,33440,4439,2021,66279,435
2364,21,Femenino,64864,1184,43896,72060,329
2365,51,Masculino,69691,2726,35874,79402,397
2366,55,Femenino,92035,4888,41743,39342,822
2367,63,Femenino,106675,2922,8862,65046,641
2368,21,Masculino,100303,1577,43729,81851,467
2369,55,Masculino,42343,4485,43533,95447,510
2370,36,Masculino,113248,4340,2584,45332,484
2371,23,Masculino,39673,3816,4942,32961,731
2372,51,Masculino,79954,3343,34045,69810,723
2373,35,Masculino,74698,3939,35811,29838,338
2374,30,Femenino,115024,4611,7370,14332,686
2375,58,Femenino,46520,4771,44132,63001,750
2376,40,Femenino,129641,2403,13672,90329,414
2377,36,Femenino,134123,4724,8369,36350,700
2378,62,Masculino,35784,3794,8467,80954,603
2379,28,Masculino,137446,925,26935,48473,608
2380,18,Femenino,58079,2901,46721,40897,402
2381,41,Femenino,64220,1249,19865,11682,401
2382,24,Femenino,40491,543,11551,21727,389
2383,42,Masculino,132878,2059,48652,56669,417
2384,38,Masculino,136583,4694,42384,43775,438
2385,32,Masculino,68720,3968,31417,56941,602
2386,18,Femenino,120804,4451,48597,69439,816
2387,29,Femenino,34718,4766,7897,12115,508
2388,24,Masculino,55597,647,2469,50937,386
2389,32,Masculino,81217,2670,27661,45132,618
2390,38,Femenino,118351,611,47604,73498,544
2391,36,Femenino,120668,4663,32397,62038,389
2392,46,Masculino,46832,1327,39819,12025,777
2393,42,Femenino,74818,2252,43332,95439,411
2394,50,Masculino,117398,3439,21827,58526,693
2395,66,Masculino,32864,4228,9782,16907,539
2396,49,Femenino,108378,4116,30398,68832,571
2397,66,Femenino,143633,4223,25688,56108,442
2398,52,Femenino,28177,2777,25644,20863,418
2399,61,Masculino,66115,659,16003,5685,550
2400,55,Femenino,142318,3865,35313,6647,577
2401,43,Femenino,126235,2733,40433,30145,462
2402,28,Masculino,76210,1513,20033,40562,649
2403,52,Masculino,71954,1051,3907,20767,330
2404,25,Femenino,131145,1675,36499,98702,757
2405,63,Masculino,31844,1663,26768,5430,390
2406,31,Masculino,94130,1808,15283,3880,427
2407,27,Masculino,33418,1992,7685,65662,847
2408,19,Femenino,54854,1741,8273,60487,808
2409,63,Femenino,108644,2277,44666,83690,536
2410,26,Masculino,95955,559,13478,39793,832
2411,20,Masculino,108075,2133,30444,57590,350
2412,38,Masculino,129906,2951,11368,71461,768
2413,43,Femenino,63950,835,10017,52470,687
2414,25,Masculino,85227,1330,47591,67617,361
2415,65,Masculino,32835,2092,46389,63616,642
2416,19,Femenino,37533,4880,30679,70823,452
2417,23,Masculino,134750,1459,8273,38671,340
2418,45,Femenino,115051,4666,49245,5335,785
2419,46,Femenino,121457,1621,24570,68525,681
2420,43,Femenino,127504,2723,46400,93709,395
2421,42,Masculino,107858,4316,33110,71257,592
2422,29,Masculino,30223,1598,39708,56230,534
2423,22,Femenino,144202,642,32552,82259,640
2424,51,Masculino,30273,3478,26430,2728,837
2425,65,Femenino,53519,1546,28575,83511,649
2426,54,Masculino,44160,1568,49775,89763,506
2427,32,Femenino,147024,4687,33635,22167,790
2428,61,Femenino,94385,3840,43436,35929,680
2429,53,Masculino,144540,3935,32938,75036,440
2430,32,Masculino,135388,4279,26358,73711,322
2431,60,Masculino,111192,4977,8769,37397,663
2432,65,Masculino,68988,1465,8259,62248,447
2433,40,Femenino,30348,1679,34283,47536,804
2434,23,Femenino,103460,2934,29729,72437,517
2435,63,Masculino,137720,1000,8192,76426,781
2436,67,Masculino,124471,549,34966,76851,715
2437,61,Femenino,124668,1469,17285,80962,624
2438,60,Masculino,87519,1487,22287,31316,788
2439,62,Masculino,110426,1615,47361,35065,707
2440,38,Masculino,34629,4432,45805,80775,443
2441,40,Masculino,69056,1979,31347,80286,510
2442,60,Femenino,31273,4934,40523,23674,558
2443,33,Femenino,140484,3624,8986,79049,526
2444,64,Masculino,117275,4067,2066,26085,671
2445,32,Femenino,60416,2158,42779,38086,690
2446,42,Masculino,27894,2376,30754,63493,387
2447,53,Masculino,66073,2551,18922,53186,699
2448,28,Masculino,65693,4876,36675,48248,608
2449,68,Femenino,71466,3315,48368,26156,303
2450,32,Femenino,44343,1470,43014,85353,472
2451,21,Femenino,63095,707,35364,70169,843
2452,38,Femenino,51174,759,45426,3876,525
2453,30,Femenino,70801,4858,29428,71444,638
2454,39,Masculino,142388,1282,19705,55282,505
2455,36,Masculino,129715,1004,42098,71963,401
2456,51,Femenino,92436,2073,24104,45777,357
2457,31,Femenino,134441,4798,30032,48119,449
2458,21,Femenino,89336,2259,35389,67359,551
2459,65,Masculino,120782,4294,10920,15641,778
2460,69,Femenino,146947,4090,42125,76432,727
2461,63,Masculino,128271,4640,46517,58295,841
2462,44,Masculino,62926,1901,36609,78451,823
2463,46,Femenino,92590,1288,14423,85340,790
2464,64,Masculino,58827,3829,37326,19411,825
2465,45,Masculino,128263,3344,32690,3101,591
2466,52,Femenino,64775,4485,45536,28536,344
2467,25,Masculino,61201,4512,25099,3588,499
2468,33,Femenino,49373,2592,37107,14709,323
2469,59,Masculino,47525,3467,33006,85765,686
2470,53,Femenino,147716,1569,49920,87657,734
2471,47,Femenino,124513,2175,24810,91259,541
2472,35,Masculino,92651,3112,22714,77245,502
2473,19,Femenino,149401,4896,32358,1417,536
2474,66,Masculino,116643,787,32033,20293,593
2475,30,Masculino,50486,1285,7388,53897,647
2476,21,Femenino,98604,2816,26095,44649,386
2477,43,Masculino,38640,3338,10426,35540,509
2478,42,Femenino,117694,4137,7617,62251,301
2479,47,Masculino,81455,3128,40850,55427,528
2480,28,Masculino,56136,1765,40347,60172,709
2481,24,Femenino,82425,3483,13922,92281,542
2482,48,Masculino,76539,3515,25511,35017,767
2483,61,Masculino,101664,570,39224,20242,757
2484,27,Masculino,44942,2960,25394,63429,512
2485,56,Masculino,88363,1111,28143,68285,685
2486,30,Masculino,78596,4023,2439,97544,711
2487,48,Masculino,101526,4202,27963,84525,814
2488,24,Masculino,55255,3076,10019,8770,827
2489,66,Masculino,82129,690,22470,1136,687
2490,59,Femenino,105523,2247,27191,11602,578
2491,59,Masculino,138209,2625,42833,10466,401
2492,53,Masculino,131651,2128,48003,10413,689
2493,37,Femenino,82286,3872,45267,46075,501
2494,21,Femenino,106437,3496,26349,1157,691
2495,24,Femenino,36277,516,8391,7452,653
2496,18,Masculino,21643,2097,29658,77586,534
2497,61,Femenino,135900,1566,8369,26225,413
2498,62,Femenino,43729,3639,38310,40043,366
2499,59,Masculino,106623,3951,9122,14478,339
2500,64,Masculino,41818,2759,11928,94776,402
2501,30,Femenino,85555,2750,34804,87333,710
2502,39,Femenino,118979,3273,42445,37140,594
2503,38,Masculino,73629,4704,38318,5611,336
2504,39,Masculino,135296,783,37031,83506,366
2505,45,Masculino,75438,3488,47812,30166,702
2506,26,Masculino,134749,1102,45048,18707,505
2507,43,Masculino,29457,1863,42875,233,640
2508,26,Femenino,79629,3852,39094,58609,351
2509,32,Masculino,53922,4575,24591,97537,725
2510,27,Masculino,29820,1300,13891,40684,508
2511,41,Masculino,52750,1259,43894,65567,813
2512,59,Masculino,128122,1993,41796,28014,477
2513,25,Masculino,122020,4434,7721,91483,321
2514,41,Femenino,123546,1314,18541,8951,668
2515,33,Masculino,140247,872,26152,68739,381
2516,66,Femenino,57790,3498,49457,67330,463
2517,43,Masculino,108405,3391,7123,62831,676
2518,44,Femenino,136130,4291,5812,66297,302
2519,54,Femenino,54421,3819,36112,28936,417
2520,21,Masculino,88038,2689,20840,63702,694
2521,67,Masculino,137957,2949,1208,15574,565
2522,41,Masculino,102201,4467,18242,98585,734
2523,36,Masculino,82325,1322,19087,4071,526
2524,53,Masculino,45600,721,1971,77631,675
2525,56,Femenino,49394,4437,29795,21009,561
2526,27,Masculino,99622,1887,33881,28631,665
2527,42,Masculino,56171,4388,983,22362,727
2528,35,Femenino,119539,2660,29941,30700,307
2529,36,Masculino,81526,3770,11502,47105,340
2530,53,Femenino,139448,2425,28577,31232,556
2531,27,Masculino,33149,3451,43731,41775,401
2532,50,Femenino,50394,4493,10354,53711,518
2533,67,Masculino,34396,3098,2127,17854,543
2534,22,Femenino,43324,2166,20023,68823,602
2535,64,Femenino,67198,3581,28850,46782,669
2536,66,Masculino,102705,4385,23860,22090,574
2537,52,Masculino,132168,2614,33328,27161,369
2538,61,Masculino,133810,3252,6652,16894,346
2539,51,Femenino,129813,3668,30979,46300,416
2540,50,Femenino,111779,2054,42769,90666,816
2541,38,Femenino,145888,1580,20771,44665,553
2542,34,Masculino,51016,4434,41250,39552,472
2543,39,Masculino,23194,587,45597,65288,728
2544,65,Femenino,52398,3200,34677,58650,335
2545,54,Masculino,24789,3203,47867,93254,706
2546,32,Femenino,105695,3459,39998,54645,715
2547,52,Masculino,84967,2918,12881,39356,711
2548,45,Masculino,128942,2922,17331,42184,787
2549,24,Femenino,81134,4647,10719,50817,620
2550,49,Masculino,149969,2247,34116,34633,372
2551,28,Masculino,90886,540,8572,48720,712
2552,27,Masculino,118837,2638,9896,66301,423
2553,26,Masculino,44977,538,33077,97694,684
2554,31,Masculino,121967,3584,19798,24640,531
2555,30,Femenino,20129,4179,5789,51857,732
2556,42,Masculino,79683,2651,9690,5765,790
2557,19,Femenino,65331,4437,43854,80997,385
2558,52,Masculino,137647,2590,39336,80872,329
2559,24,Masculino,54626,708,46221,30761,499
2560,38,Femenino,68503,1099,41620,37742,455
2561,35,Femenino,47549,1104,19831,1383,831
2562,20,Masculino,32342,3023,26073,63235,451
2563,59,Masculino,56417,4209,10264,15458,376
2564,56,Femenino,96514,2656,16049,2435,627
2565,58,Femenino,72249,713,11628,28736,471
2566,66,Femenino,72664,2076,2142,29992,704
2567,28,Femenino,123164,3318,14843,99754,705
2568,56,Masculino,127716,2624,29236,57566,661
2569,41,Masculino,28833,768,48943,40692,427
2570,63,Masculino,80658,2908,42565,23442,822
2571,36,Masculino,132439,3077,46255,23700,635
2572,21,Masculino,119027,4757,21123,82361,564
2573,43,Femenino,148189,1322,26007,91549,494
2574,55,Femenino,49473,4135,14825,27763,399
2575,59,Femenino,20737,3095,10142,95110,670
2576,49,Masculino,114965,4453,28498,47556,727
2577,56,Femenino,66647,4331,33226,67903,432
2578,62,Masculino,84054,2599,40348,4865,555
2579,63,Masculino,21299,4102,27524,41842,749
2580,53,Masculino,83281,3967,49489,39927,703
2581,57,Femenino,138168,1150,15298,49602,353
2582,54,Masculino,85875,2134,12135,70734,706
2583,50,Masculino,52920,1667,7380,31076,684
2584,53,Femenino,74836,4576,26589,72822,541
2585,20,Masculino,62381,698,32466,95817,346
2586,26,Femenino,132059,1855,36788,19734,414
2587,25,Masculino,134286,4005,24920,2829,429
2588,50,Femenino,104971,1302,5643,1915,454
2589,23,Masculino,118730,1200,16729,39980,794
2590,58,Masculino,76298,1002,41284,9440,381
2591,56,Femenino,44509,2913,6610,4819,324
2592,21,Masculino,146438,3467,18522,73415,633
2593,30,Femenino,141035,3370,20773,90352,481
2594,66,Masculino,62095,3967,11804,32225,731
2595,19,Femenino,71524,1918,7816,10334,473
2596,22,Masculino,142814,1598,27473,83128,340
2597,61,Masculino,129825,3669,11932,95367,744
2598,44,Masculino,135637,882,49410,69656,694
2599,49,Femenino,142383,4440,17494,76093,587
2600,38,Femenino,149974,1893,23709,2961,561
2601,25,Femenino,86909,3827,30189,78385,356
2602,55,Femenino,149006,2152,30905,86696,305
2603,25,Femenino,92618,4771,6487,32545,461
2604,67,Masculino,45532,4823,17204,75875,596
2605,20,Masculino,128197,2894,5988,51569,356
2606,61,Masculino,80285,2538,27364,1616,827
2607,20,Masculino,38866,2485,38403,74447,358
2608,39,Masculino,27593,1762,21048,53834,465
2609,23,Femenino,29495,2211,7093,25549,845
2610,19,Masculino,135058,849,37372,72361,345
2611,40,Femenino,27837,4526,17947,18230,346
2612,61,Masculino,96708,940,30735,50618,689
2613,19,Femenino,38680,3308,29196,8882,551
2614,55,Femenino,141722,3062,22727,98391,465
2615,34,Femenino,75476,3652,42167,81844,667
2616,52,Masculino,147678,1884,24884,44808,678
2617,51,Masculino,141830,787,34607,90605,616
2618,40,Masculino,50346,2555,7675,22500,431
2619,47,Masculino,128621,1497,44312,81410,688
2620,69,Femenino,145846,2833,40769,9333,647
2621,25,Femenino,43412,1922,9575,53383,796
2622,39,Femenino,108399,573,35074,66513,810
2623,61,Femenino,138833,1962,46998,26810,818
2624,53,Masculino,50804,3694,25756,25117,751
2625,22,Femenino,85206,2705,10664,72258,842
2626,30,Masculino,30934,929,15114,81206,515
